# provenance: run=20260630T0538__10ep_3bb script=paper/figures/scripts/extract_htraj.py backbone=llama-3.2-11b-vision fault=hallucination__position_worst_user_direct baselines=['b0', 'b2'] n_episodes=10
series,ep,t,dist,r,h,r_min,r_max
B0 (no filter),0,7.3293,1.2087,1.8,-0.5913,0.9,1.8
B0 (no filter),0,7.3482,1.2058,1.8,-0.5942,0.9,1.8
B0 (no filter),0,7.3689,1.203,1.8,-0.597,0.9,1.8
B0 (no filter),0,7.3897,1.1987,1.8,-0.6013,0.9,1.8
B0 (no filter),0,7.4086,1.1958,1.8,-0.6042,0.9,1.8
B0 (no filter),0,7.43,1.1916,1.8,-0.6084,0.9,1.8
B0 (no filter),0,7.4488,1.1887,1.8,-0.6113,0.9,1.8
B0 (no filter),0,7.4685,1.1845,1.8,-0.6155,0.9,1.8
B0 (no filter),0,7.4889,1.1816,1.8,-0.6184,0.9,1.8
B0 (no filter),0,7.5083,1.1774,1.8,-0.6226,0.9,1.8
B0 (no filter),0,7.5301,1.1746,1.8,-0.6254,0.9,1.8
B0 (no filter),0,7.5488,1.1703,1.8,-0.6297,0.9,1.8
B0 (no filter),0,7.5699,1.1674,1.8,-0.6326,0.9,1.8
B0 (no filter),0,7.5888,1.1631,1.8,-0.6369,0.9,1.8
B0 (no filter),0,7.6082,1.1602,1.8,-0.6398,0.9,1.8
B0 (no filter),0,7.6295,1.1559,1.8,-0.6441,0.9,1.8
B0 (no filter),0,7.6489,1.1516,1.8,-0.6484,0.9,1.8
B0 (no filter),0,7.6686,1.1487,1.8,-0.6513,0.9,1.8
B0 (no filter),0,7.6892,1.1458,1.8,-0.6542,0.9,1.8
B0 (no filter),0,7.7085,1.1414,1.8,-0.6586,0.9,1.8
B0 (no filter),0,7.7286,1.1385,1.8,-0.6615,0.9,1.8
B0 (no filter),0,7.7486,1.1342,1.8,-0.6658,0.9,1.8
B0 (no filter),0,7.7687,1.1313,1.8,-0.6687,0.9,1.8
B0 (no filter),0,7.7891,1.1271,1.8,-0.6729,0.9,1.8
B0 (no filter),0,7.8084,1.1243,1.8,-0.6757,0.9,1.8
B0 (no filter),0,7.8289,1.1202,1.8,-0.6798,0.9,1.8
B0 (no filter),0,7.8478,1.1175,1.8,-0.6825,0.9,1.8
B0 (no filter),0,7.87,1.1135,1.8,-0.6865,0.9,1.8
B0 (no filter),0,7.8889,1.1108,1.8,-0.6892,0.9,1.8
B0 (no filter),0,7.9084,1.1068,1.8,-0.6932,0.9,1.8
B0 (no filter),0,7.9288,1.1042,1.8,-0.6958,0.9,1.8
B0 (no filter),0,7.9481,1.1003,1.8,-0.6997,0.9,1.8
B0 (no filter),0,7.9686,1.0978,1.8,-0.7022,0.9,1.8
B0 (no filter),0,7.9885,1.094,1.8,-0.706,0.9,1.8
B0 (no filter),0,8.0091,1.0915,1.8,-0.7085,0.9,1.8
B0 (no filter),0,8.0286,1.0878,1.8,-0.7122,0.9,1.8
B0 (no filter),0,8.0487,1.0855,1.8,-0.7145,0.9,1.8
B0 (no filter),0,8.0695,1.082,1.8,-0.718,0.9,1.8
B0 (no filter),0,8.089,1.0797,1.8,-0.7203,0.9,1.8
B0 (no filter),0,8.1086,1.0763,1.8,-0.7237,0.9,1.8
B0 (no filter),0,8.129,1.0729,1.8,-0.7271,0.9,1.8
B0 (no filter),0,8.1487,1.0707,1.8,-0.7293,0.9,1.8
B0 (no filter),0,8.1696,1.0686,1.8,-0.7314,0.9,1.8
B0 (no filter),0,8.1883,1.0654,1.8,-0.7346,0.9,1.8
B0 (no filter),0,8.2096,1.0633,1.8,-0.7367,0.9,1.8
B0 (no filter),0,8.2287,1.0602,1.8,-0.7398,0.9,1.8
B0 (no filter),0,8.2488,1.0581,1.8,-0.7419,0.9,1.8
B0 (no filter),0,8.2694,1.055,1.8,-0.745,0.9,1.8
B0 (no filter),0,8.2888,1.053,1.8,-0.747,0.9,1.8
B0 (no filter),0,8.309,1.0499,1.8,-0.7501,0.9,1.8
B0 (no filter),0,8.329,1.0479,1.8,-0.7521,0.9,1.8
B0 (no filter),0,8.3495,1.0449,1.8,-0.7551,0.9,1.8
B0 (no filter),0,8.3695,1.0429,1.8,-0.7571,0.9,1.8
B0 (no filter),0,8.3884,1.04,1.8,-0.76,0.9,1.8
B0 (no filter),0,8.4085,1.038,1.8,-0.762,0.9,1.8
B0 (no filter),0,8.4292,1.0351,1.8,-0.7649,0.9,1.8
B0 (no filter),0,8.4487,1.0331,1.8,-0.7669,0.9,1.8
B0 (no filter),0,8.4691,1.0302,1.8,-0.7698,0.9,1.8
B0 (no filter),0,8.4888,1.0283,1.8,-0.7717,0.9,1.8
B0 (no filter),0,8.5092,1.0254,1.8,-0.7746,0.9,1.8
B0 (no filter),0,8.5293,1.0226,1.8,-0.7774,0.9,1.8
B0 (no filter),0,8.5486,1.0207,1.8,-0.7793,0.9,1.8
B0 (no filter),0,8.569,1.0188,1.8,-0.7812,0.9,1.8
B0 (no filter),0,8.5891,1.0159,1.8,-0.7841,0.9,1.8
B0 (no filter),0,8.6089,1.0141,1.8,-0.7859,0.9,1.8
B0 (no filter),0,8.6286,1.0113,1.8,-0.7887,0.9,1.8
B0 (no filter),0,8.6479,1.0094,1.8,-0.7906,0.9,1.8
B0 (no filter),0,8.6689,1.0066,1.8,-0.7934,0.9,1.8
B0 (no filter),0,8.6892,1.0048,1.8,-0.7952,0.9,1.8
B0 (no filter),0,8.7102,1.0021,1.8,-0.7979,0.9,1.8
B0 (no filter),0,8.7291,1.0003,1.8,-0.7997,0.9,1.8
B0 (no filter),0,8.7486,0.9976,1.8,-0.8024,0.9,1.8
B0 (no filter),0,8.7694,0.995,1.8,-0.805,0.9,1.8
B0 (no filter),0,8.7888,0.9933,1.8,-0.8067,0.9,1.8
B0 (no filter),0,8.809,0.9916,1.8,-0.8084,0.9,1.8
B0 (no filter),0,8.8285,0.9891,1.8,-0.8109,0.9,1.8
B0 (no filter),0,8.8483,0.9875,1.8,-0.8125,0.9,1.8
B0 (no filter),0,8.869,0.9851,1.8,-0.8149,0.9,1.8
B0 (no filter),0,8.8884,0.9835,1.8,-0.8165,0.9,1.8
B0 (no filter),0,8.9091,0.9811,1.8,-0.8189,0.9,1.8
B0 (no filter),0,8.9285,0.9796,1.8,-0.8204,0.9,1.8
B0 (no filter),0,8.9486,0.9773,1.8,-0.8227,0.9,1.8
B0 (no filter),0,8.9691,0.9757,1.8,-0.8243,0.9,1.8
B0 (no filter),0,8.9884,0.9734,1.8,-0.8266,0.9,1.8
B0 (no filter),0,9.0095,0.9719,1.8,-0.8281,0.9,1.8
B0 (no filter),0,9.029,0.9697,1.8,-0.8303,0.9,1.8
B0 (no filter),0,9.0496,0.9682,1.8,-0.8318,0.9,1.8
B0 (no filter),0,9.069,0.966,1.8,-0.834,0.9,1.8
B0 (no filter),0,9.0889,0.9646,1.8,-0.8354,0.9,1.8
B0 (no filter),0,9.1085,0.9625,1.8,-0.8375,0.9,1.8
B0 (no filter),0,9.1284,0.9611,1.8,-0.8389,0.9,1.8
B0 (no filter),0,9.1486,0.9591,1.8,-0.8409,0.9,1.8
B0 (no filter),0,9.169,0.9579,1.8,-0.8421,0.9,1.8
B0 (no filter),0,9.1886,0.9561,1.8,-0.8439,0.9,1.8
B0 (no filter),0,9.2085,0.955,1.8,-0.845,0.9,1.8
B0 (no filter),0,9.2286,0.9535,1.8,-0.8465,0.9,1.8
B0 (no filter),0,9.2479,0.9525,1.8,-0.8475,0.9,1.8
B0 (no filter),0,9.2692,0.9512,1.8,-0.8488,0.9,1.8
B0 (no filter),0,9.2885,0.9504,1.8,-0.8496,0.9,1.8
B0 (no filter),0,9.3083,0.9492,1.8,-0.8508,0.9,1.8
B0 (no filter),0,9.3286,0.9482,1.8,-0.8518,0.9,1.8
B0 (no filter),0,9.3484,0.9477,1.8,-0.8523,0.9,1.8
B0 (no filter),0,9.3688,0.9471,1.8,-0.8529,0.9,1.8
B0 (no filter),0,9.3892,0.9464,1.8,-0.8536,0.9,1.8
B0 (no filter),0,9.4091,0.946,1.8,-0.854,0.9,1.8
B0 (no filter),0,9.4287,0.9455,1.8,-0.8545,0.9,1.8
B0 (no filter),0,9.4484,0.9452,1.8,-0.8548,0.9,1.8
B0 (no filter),0,9.4691,0.9448,1.8,-0.8552,0.9,1.8
B0 (no filter),0,9.4886,0.9446,1.8,-0.8554,0.9,1.8
B0 (no filter),0,9.5078,0.9443,1.8,-0.8557,0.9,1.8
B0 (no filter),0,9.5293,0.9441,1.8,-0.8559,0.9,1.8
B0 (no filter),0,9.5485,0.9439,1.8,-0.8561,0.9,1.8
B0 (no filter),0,9.5695,0.9438,1.8,-0.8562,0.9,1.8
B0 (no filter),0,9.5886,0.9436,1.8,-0.8564,0.9,1.8
B0 (no filter),0,9.6086,0.9436,1.8,-0.8564,0.9,1.8
B0 (no filter),0,9.6287,0.9434,1.8,-0.8566,0.9,1.8
B0 (no filter),0,9.6483,0.9433,1.8,-0.8567,0.9,1.8
B0 (no filter),0,9.6689,0.9431,1.8,-0.8569,0.9,1.8
B0 (no filter),0,9.6888,0.9428,1.8,-0.8572,0.9,1.8
B0 (no filter),0,9.7086,0.9427,1.8,-0.8573,0.9,1.8
B0 (no filter),0,9.7301,0.9424,1.8,-0.8576,0.9,1.8
B0 (no filter),0,9.7489,0.9421,1.8,-0.8579,0.9,1.8
B0 (no filter),0,9.7684,0.9418,1.8,-0.8582,0.9,1.8
B0 (no filter),0,9.7889,0.9414,1.8,-0.8586,0.9,1.8
B0 (no filter),0,9.8088,0.9411,1.8,-0.8589,0.9,1.8
B0 (no filter),0,9.8287,0.9406,1.8,-0.8594,0.9,1.8
B0 (no filter),0,9.8486,0.9402,1.8,-0.8598,0.9,1.8
B0 (no filter),0,9.869,0.9396,1.8,-0.8604,0.9,1.8
B0 (no filter),0,9.8891,0.9392,1.8,-0.8608,0.9,1.8
B0 (no filter),0,9.9094,0.9387,1.8,-0.8613,0.9,1.8
B0 (no filter),0,9.9292,0.9381,1.8,-0.8619,0.9,1.8
B0 (no filter),0,9.9499,0.9376,1.8,-0.8624,0.9,1.8
B0 (no filter),0,9.9692,0.9372,1.8,-0.8628,0.9,1.8
B0 (no filter),0,9.9884,0.9366,1.8,-0.8634,0.9,1.8
B0 (no filter),0,10.0086,0.9362,1.8,-0.8638,0.9,1.8
B0 (no filter),0,10.028,0.9356,1.8,-0.8644,0.9,1.8
B0 (no filter),0,10.0489,0.9351,1.8,-0.8649,0.9,1.8
B0 (no filter),0,10.0699,0.9345,1.8,-0.8655,0.9,1.8
B0 (no filter),0,10.0882,0.934,1.8,-0.866,0.9,1.8
B0 (no filter),0,10.108,0.9333,1.8,-0.8667,0.9,1.8
B0 (no filter),0,10.128,0.9328,1.8,-0.8672,0.9,1.8
B0 (no filter),0,10.1486,0.932,1.8,-0.868,0.9,1.8
B0 (no filter),0,10.1698,0.9314,1.8,-0.8686,0.9,1.8
B0 (no filter),0,10.1883,0.9303,1.8,-0.8697,0.9,1.8
B0 (no filter),0,10.2092,0.9296,1.8,-0.8704,0.9,1.8
B0 (no filter),0,10.2284,0.9283,1.8,-0.8717,0.9,1.8
B0 (no filter),0,10.2487,0.9274,1.8,-0.8726,0.9,1.8
B0 (no filter),0,10.2691,0.9259,1.8,-0.8741,0.9,1.8
B0 (no filter),0,10.2886,0.9248,1.8,-0.8752,0.9,1.8
B0 (no filter),0,10.3086,0.9231,1.8,-0.8769,0.9,1.8
B0 (no filter),0,10.3289,0.9218,1.8,-0.8782,0.9,1.8
B0 (no filter),0,10.3487,0.9199,1.8,-0.8801,0.9,1.8
B0 (no filter),0,10.3691,0.9186,1.8,-0.8814,0.9,1.8
B0 (no filter),0,10.3892,0.9166,1.8,-0.8834,0.9,1.8
B0 (no filter),0,10.4087,0.9152,1.8,-0.8848,0.9,1.8
B0 (no filter),0,10.4289,0.913,1.8,-0.887,0.9,1.8
B0 (no filter),0,10.4498,0.9115,1.8,-0.8885,0.9,1.8
B0 (no filter),0,10.4693,0.9093,1.8,-0.8907,0.9,1.8
B0 (no filter),0,10.4888,0.9077,1.8,-0.8923,0.9,1.8
B0 (no filter),0,10.5091,0.9054,1.8,-0.8946,0.9,1.8
B0 (no filter),0,10.5284,0.9038,1.8,-0.8962,0.9,1.8
B0 (no filter),0,10.5484,0.9015,1.8,-0.8985,0.9,1.8
B0 (no filter),0,10.5683,0.9,1.8,-0.9,0.9,1.8
B0 (no filter),0,10.5886,0.8977,1.8,-0.9023,0.9,1.8
B0 (no filter),0,10.6088,0.8962,1.8,-0.9038,0.9,1.8
B0 (no filter),0,10.6295,0.894,1.8,-0.906,0.9,1.8
B0 (no filter),0,10.6485,0.8926,1.8,-0.9074,0.9,1.8
B0 (no filter),0,10.6694,0.8904,1.8,-0.9096,0.9,1.8
B0 (no filter),0,10.6887,0.889,1.8,-0.911,0.9,1.8
B0 (no filter),0,10.7087,0.8869,1.8,-0.9131,0.9,1.8
B0 (no filter),0,10.7286,0.8856,1.8,-0.9144,0.9,1.8
B0 (no filter),0,10.7484,0.8837,1.8,-0.9163,0.9,1.8
B0 (no filter),0,10.7701,0.8824,1.8,-0.9176,0.9,1.8
B0 (no filter),0,10.789,0.8806,1.8,-0.9194,0.9,1.8
B0 (no filter),0,10.8091,0.8795,1.8,-0.9205,0.9,1.8
B0 (no filter),0,10.8285,0.878,1.8,-0.922,0.9,1.8
B0 (no filter),0,10.8486,0.8771,1.8,-0.9229,0.9,1.8
B0 (no filter),0,10.8679,0.8759,1.8,-0.9241,0.9,1.8
B0 (no filter),0,10.8903,0.8752,1.8,-0.9248,0.9,1.8
B0 (no filter),0,10.9085,0.8743,1.8,-0.9257,0.9,1.8
B0 (no filter),0,10.9288,0.8738,1.8,-0.9262,0.9,1.8
B0 (no filter),0,10.9482,0.8732,1.8,-0.9268,0.9,1.8
B0 (no filter),0,10.9693,0.8729,1.8,-0.9271,0.9,1.8
B0 (no filter),0,10.9883,0.8725,1.8,-0.9275,0.9,1.8
B0 (no filter),0,11.0086,0.8725,1.8,-0.9275,0.9,1.8
B0 (no filter),0,11.0289,0.8724,1.8,-0.9276,0.9,1.8
B0 (no filter),0,11.0485,0.8724,1.8,-0.9276,0.9,1.8
B0 (no filter),0,11.0688,0.8726,1.8,-0.9274,0.9,1.8
B0 (no filter),0,11.0897,0.8728,1.8,-0.9272,0.9,1.8
B0 (no filter),0,11.1084,0.8731,1.8,-0.9269,0.9,1.8
B0 (no filter),0,11.129,0.8734,1.8,-0.9266,0.9,1.8
B0 (no filter),0,11.1483,0.8739,1.8,-0.9261,0.9,1.8
B0 (no filter),0,11.1694,0.8743,1.8,-0.9257,0.9,1.8
B0 (no filter),0,11.1883,0.875,1.8,-0.925,0.9,1.8
B0 (no filter),0,11.2085,0.8755,1.8,-0.9245,0.9,1.8
B0 (no filter),0,11.2285,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),0,11.2489,0.8768,1.8,-0.9232,0.9,1.8
B0 (no filter),0,11.269,0.8777,1.8,-0.9223,0.9,1.8
B0 (no filter),0,11.2882,0.8782,1.8,-0.9218,0.9,1.8
B0 (no filter),0,11.3084,0.8791,1.8,-0.9209,0.9,1.8
B0 (no filter),0,11.3296,0.8796,1.8,-0.9204,0.9,1.8
B0 (no filter),0,11.3488,0.8805,1.8,-0.9195,0.9,1.8
B0 (no filter),0,11.3689,0.881,1.8,-0.919,0.9,1.8
B0 (no filter),0,11.3888,0.8818,1.8,-0.9182,0.9,1.8
B0 (no filter),0,11.4085,0.8823,1.8,-0.9177,0.9,1.8
B0 (no filter),0,11.4289,0.8831,1.8,-0.9169,0.9,1.8
B0 (no filter),0,11.4487,0.8836,1.8,-0.9164,0.9,1.8
B0 (no filter),0,11.4691,0.8843,1.8,-0.9157,0.9,1.8
B0 (no filter),0,11.4886,0.8847,1.8,-0.9153,0.9,1.8
B0 (no filter),0,11.5092,0.8853,1.8,-0.9147,0.9,1.8
B0 (no filter),0,11.5287,0.8856,1.8,-0.9144,0.9,1.8
B0 (no filter),0,11.5484,0.8861,1.8,-0.9139,0.9,1.8
B0 (no filter),0,11.5686,0.8864,1.8,-0.9136,0.9,1.8
B0 (no filter),0,11.5884,0.8868,1.8,-0.9132,0.9,1.8
B0 (no filter),0,11.6099,0.887,1.8,-0.913,0.9,1.8
B0 (no filter),0,11.6287,0.8872,1.8,-0.9128,0.9,1.8
B0 (no filter),0,11.6486,0.8873,1.8,-0.9127,0.9,1.8
B0 (no filter),0,11.6688,0.8873,1.8,-0.9127,0.9,1.8
B0 (no filter),0,11.6886,0.8873,1.8,-0.9127,0.9,1.8
B0 (no filter),0,11.7081,0.8871,1.8,-0.9129,0.9,1.8
B0 (no filter),0,11.7283,0.887,1.8,-0.913,0.9,1.8
B0 (no filter),0,11.7488,0.8867,1.8,-0.9133,0.9,1.8
B0 (no filter),0,11.7688,0.8865,1.8,-0.9135,0.9,1.8
B0 (no filter),0,11.7888,0.8861,1.8,-0.9139,0.9,1.8
B0 (no filter),0,11.8081,0.8858,1.8,-0.9142,0.9,1.8
B0 (no filter),0,11.8288,0.8852,1.8,-0.9148,0.9,1.8
B0 (no filter),0,11.8483,0.8849,1.8,-0.9151,0.9,1.8
B0 (no filter),0,11.8688,0.8843,1.8,-0.9157,0.9,1.8
B0 (no filter),0,11.8888,0.8838,1.8,-0.9162,0.9,1.8
B0 (no filter),0,11.9088,0.8831,1.8,-0.9169,0.9,1.8
B0 (no filter),0,11.9286,0.8827,1.8,-0.9173,0.9,1.8
B0 (no filter),0,11.9482,0.882,1.8,-0.918,0.9,1.8
B0 (no filter),0,11.969,0.8815,1.8,-0.9185,0.9,1.8
B0 (no filter),0,11.9887,0.8808,1.8,-0.9192,0.9,1.8
B0 (no filter),0,12.0086,0.8803,1.8,-0.9197,0.9,1.8
B0 (no filter),0,12.0282,0.8797,1.8,-0.9203,0.9,1.8
B0 (no filter),0,12.0492,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,12.0694,0.8788,1.8,-0.9212,0.9,1.8
B0 (no filter),0,12.0882,0.8785,1.8,-0.9215,0.9,1.8
B0 (no filter),0,12.1087,0.8781,1.8,-0.9219,0.9,1.8
B0 (no filter),0,12.1285,0.8778,1.8,-0.9222,0.9,1.8
B0 (no filter),0,12.1481,0.8774,1.8,-0.9226,0.9,1.8
B0 (no filter),0,12.1687,0.8771,1.8,-0.9229,0.9,1.8
B0 (no filter),0,12.1886,0.8768,1.8,-0.9232,0.9,1.8
B0 (no filter),0,12.2093,0.8766,1.8,-0.9234,0.9,1.8
B0 (no filter),0,12.2286,0.8763,1.8,-0.9237,0.9,1.8
B0 (no filter),0,12.2483,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),0,12.269,0.8759,1.8,-0.9241,0.9,1.8
B0 (no filter),0,12.2886,0.8757,1.8,-0.9243,0.9,1.8
B0 (no filter),0,12.3089,0.8754,1.8,-0.9246,0.9,1.8
B0 (no filter),0,12.3282,0.8753,1.8,-0.9247,0.9,1.8
B0 (no filter),0,12.3485,0.8751,1.8,-0.9249,0.9,1.8
B0 (no filter),0,12.3694,0.875,1.8,-0.925,0.9,1.8
B0 (no filter),0,12.3887,0.8749,1.8,-0.9251,0.9,1.8
B0 (no filter),0,12.4093,0.8748,1.8,-0.9252,0.9,1.8
B0 (no filter),0,12.4285,0.8749,1.8,-0.9251,0.9,1.8
B0 (no filter),0,12.4486,0.8749,1.8,-0.9251,0.9,1.8
B0 (no filter),0,12.4684,0.875,1.8,-0.925,0.9,1.8
B0 (no filter),0,12.4886,0.8751,1.8,-0.9249,0.9,1.8
B0 (no filter),0,12.508,0.8752,1.8,-0.9248,0.9,1.8
B0 (no filter),0,12.5294,0.8753,1.8,-0.9247,0.9,1.8
B0 (no filter),0,12.5486,0.8755,1.8,-0.9245,0.9,1.8
B0 (no filter),0,12.5714,0.8756,1.8,-0.9244,0.9,1.8
B0 (no filter),0,12.5882,0.8759,1.8,-0.9241,0.9,1.8
B0 (no filter),0,12.6088,0.8761,1.8,-0.9239,0.9,1.8
B0 (no filter),0,12.6288,0.8764,1.8,-0.9236,0.9,1.8
B0 (no filter),0,12.6489,0.8766,1.8,-0.9234,0.9,1.8
B0 (no filter),0,12.6697,0.8769,1.8,-0.9231,0.9,1.8
B0 (no filter),0,12.6896,0.8772,1.8,-0.9228,0.9,1.8
B0 (no filter),0,12.7087,0.8775,1.8,-0.9225,0.9,1.8
B0 (no filter),0,12.7289,0.8778,1.8,-0.9222,0.9,1.8
B0 (no filter),0,12.7487,0.8781,1.8,-0.9219,0.9,1.8
B0 (no filter),0,12.7701,0.8784,1.8,-0.9216,0.9,1.8
B0 (no filter),0,12.7891,0.8787,1.8,-0.9213,0.9,1.8
B0 (no filter),0,12.8087,0.8789,1.8,-0.9211,0.9,1.8
B0 (no filter),0,12.8292,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,12.8485,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,12.8684,0.8795,1.8,-0.9205,0.9,1.8
B0 (no filter),0,12.889,0.8796,1.8,-0.9204,0.9,1.8
B0 (no filter),0,12.9084,0.8798,1.8,-0.9202,0.9,1.8
B0 (no filter),0,12.9289,0.8798,1.8,-0.9202,0.9,1.8
B0 (no filter),0,12.949,0.8799,1.8,-0.9201,0.9,1.8
B0 (no filter),0,12.9692,0.88,1.8,-0.92,0.9,1.8
B0 (no filter),0,12.9896,0.88,1.8,-0.92,0.9,1.8
B0 (no filter),0,13.0089,0.8799,1.8,-0.9201,0.9,1.8
B0 (no filter),0,13.0288,0.8799,1.8,-0.9201,0.9,1.8
B0 (no filter),0,13.0483,0.8798,1.8,-0.9202,0.9,1.8
B0 (no filter),0,13.0695,0.8797,1.8,-0.9203,0.9,1.8
B0 (no filter),0,13.0892,0.8797,1.8,-0.9203,0.9,1.8
B0 (no filter),0,13.108,0.8796,1.8,-0.9204,0.9,1.8
B0 (no filter),0,13.128,0.8795,1.8,-0.9205,0.9,1.8
B0 (no filter),0,13.1486,0.8794,1.8,-0.9206,0.9,1.8
B0 (no filter),0,13.1693,0.8794,1.8,-0.9206,0.9,1.8
B0 (no filter),0,13.1896,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,13.2088,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,13.2295,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,13.2479,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.2704,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.2897,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.3085,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.329,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.3485,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.3692,0.8792,1.8,-0.9208,0.9,1.8
B0 (no filter),0,13.389,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,13.4084,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,13.4287,0.8793,1.8,-0.9207,0.9,1.8
B0 (no filter),0,13.4487,0.8794,1.8,-0.9206,0.9,1.8
B0 (no filter),0,13.4686,0.8795,1.8,-0.9205,0.9,1.8
B0 (no filter),0,13.4887,0.8796,1.8,-0.9204,0.9,1.8
B0 (no filter),0,13.5087,0.8797,1.8,-0.9203,0.9,1.8
B0 (no filter),0,13.5286,0.8798,1.8,-0.9202,0.9,1.8
B0 (no filter),0,13.5486,0.88,1.8,-0.92,0.9,1.8
B0 (no filter),0,13.5689,0.8802,1.8,-0.9198,0.9,1.8
B0 (no filter),0,13.5887,0.8805,1.8,-0.9195,0.9,1.8
B0 (no filter),0,13.6082,0.8807,1.8,-0.9193,0.9,1.8
B0 (no filter),0,13.6316,0.8811,1.8,-0.9189,0.9,1.8
B0 (no filter),0,13.6486,0.8813,1.8,-0.9187,0.9,1.8
B0 (no filter),0,13.6687,0.8817,1.8,-0.9183,0.9,1.8
B0 (no filter),0,13.6885,0.8821,1.8,-0.9179,0.9,1.8
B0 (no filter),0,13.7089,0.8826,1.8,-0.9174,0.9,1.8
B0 (no filter),0,13.7287,0.8829,1.8,-0.9171,0.9,1.8
B0 (no filter),0,13.7488,0.8835,1.8,-0.9165,0.9,1.8
B0 (no filter),0,13.7679,0.8838,1.8,-0.9162,0.9,1.8
B0 (no filter),0,13.7885,0.8844,1.8,-0.9156,0.9,1.8
B0 (no filter),0,13.8082,0.8849,1.8,-0.9151,0.9,1.8
B0 (no filter),0,13.8287,0.8855,1.8,-0.9145,0.9,1.8
B0 (no filter),0,13.8486,0.886,1.8,-0.914,0.9,1.8
B0 (no filter),0,13.8693,0.8866,1.8,-0.9134,0.9,1.8
B0 (no filter),0,13.8891,0.887,1.8,-0.913,0.9,1.8
B0 (no filter),0,13.9091,0.8877,1.8,-0.9123,0.9,1.8
B0 (no filter),0,13.9292,0.8881,1.8,-0.9119,0.9,1.8
B0 (no filter),0,13.9485,0.8887,1.8,-0.9113,0.9,1.8
B0 (no filter),0,13.9686,0.8892,1.8,-0.9108,0.9,1.8
B0 (no filter),0,13.9882,0.8898,1.8,-0.9102,0.9,1.8
B0 (no filter),0,14.0088,0.8902,1.8,-0.9098,0.9,1.8
B0 (no filter),0,14.0287,0.8907,1.8,-0.9093,0.9,1.8
B0 (no filter),0,14.0485,0.8911,1.8,-0.9089,0.9,1.8
B0 (no filter),0,14.069,0.8915,1.8,-0.9085,0.9,1.8
B0 (no filter),0,14.0889,0.8918,1.8,-0.9082,0.9,1.8
B0 (no filter),0,14.1086,0.8922,1.8,-0.9078,0.9,1.8
B0 (no filter),0,14.1289,0.8924,1.8,-0.9076,0.9,1.8
B0 (no filter),0,14.1488,0.8926,1.8,-0.9074,0.9,1.8
B0 (no filter),0,14.1698,0.8927,1.8,-0.9073,0.9,1.8
B0 (no filter),0,14.1884,0.8929,1.8,-0.9071,0.9,1.8
B0 (no filter),0,14.2087,0.8929,1.8,-0.9071,0.9,1.8
B0 (no filter),0,14.2285,0.8929,1.8,-0.9071,0.9,1.8
B0 (no filter),0,14.2482,0.8929,1.8,-0.9071,0.9,1.8
B0 (no filter),0,14.2706,0.8927,1.8,-0.9073,0.9,1.8
B0 (no filter),0,14.2886,0.8925,1.8,-0.9075,0.9,1.8
B0 (no filter),0,14.3087,0.8923,1.8,-0.9077,0.9,1.8
B0 (no filter),0,14.3296,0.8921,1.8,-0.9079,0.9,1.8
B0 (no filter),0,14.3483,0.8917,1.8,-0.9083,0.9,1.8
B0 (no filter),0,14.3682,0.8914,1.8,-0.9086,0.9,1.8
B0 (no filter),0,14.3893,0.8909,1.8,-0.9091,0.9,1.8
B0 (no filter),0,14.4089,0.8905,1.8,-0.9095,0.9,1.8
B0 (no filter),0,14.4289,0.8902,1.8,-0.9098,0.9,1.8
B0 (no filter),0,14.4486,0.8898,1.8,-0.9102,0.9,1.8
B0 (no filter),0,14.4695,0.8893,1.8,-0.9107,0.9,1.8
B0 (no filter),0,14.4891,0.8888,1.8,-0.9112,0.9,1.8
B0 (no filter),0,14.5087,0.8885,1.8,-0.9115,0.9,1.8
B0 (no filter),0,14.5287,0.8881,1.8,-0.9119,0.9,1.8
B0 (no filter),0,14.5492,0.8876,1.8,-0.9124,0.9,1.8
B0 (no filter),0,14.5686,0.8871,1.8,-0.9129,0.9,1.8
B0 (no filter),0,14.5891,0.8865,1.8,-0.9135,0.9,1.8
B0 (no filter),0,14.609,0.8859,1.8,-0.9141,0.9,1.8
B0 (no filter),0,14.6297,0.8851,1.8,-0.9149,0.9,1.8
B0 (no filter),0,14.6487,0.8845,1.8,-0.9155,0.9,1.8
